,id,username,model_name,timestamp,stepname,app_name,accelerometer_x,accelerometer_y,accelerometer_z,Inclination,year,month,day,time,Date,Day_name
93,25010,junaid,m15_5_bundle,2020-02-17 18:48:55,Step 9 VP,Engineering_Drawing_AR,-0.01044393,-0.8270006,-0.5714405,124.64154331609627,2020,02,17,18:48:55,2020-02-17,Monday
94,25009,junaid,m15_5_bundle,2020-02-17 18:48:40,Step 8 VP,Engineering_Drawing_AR,-0.008735014000000001,-0.8103387,-0.5870648,125.9205616997551,2020,02,17,18:48:40,2020-02-17,Monday
95,25008,junaid,m15_5_bundle,2020-02-17 18:48:22,Step 7 HP,Engineering_Drawing_AR,-0.0064157780000000005,-0.827794,-0.5705859999999999,124.5771095921827,2020,02,17,18:48:22,2020-02-17,Monday
96,25007,junaid,m15_5_bundle,2020-02-17 18:47:57,Step 6 VP,Engineering_Drawing_AR,-0.01258006,-0.8273056999999999,-0.5758348000000001,124.83621249253584,2020,02,17,18:47:57,2020-02-17,Monday
97,25006,junaid,m15_5_bundle,2020-02-17 18:47:42,Step 5d VP,Engineering_Drawing_AR,-0.004828933,-0.8178456000000001,-0.5790696,125.29965205207924,2020,02,17,18:47:42,2020-02-17,Monday
98,25005,junaid,m15_5_bundle,2020-02-17 18:47:23,Step 5c VP,Engineering_Drawing_AR,0.001884646,-0.8138785,-0.5748582,125.23423161541909,2020,02,17,18:47:23,2020-02-17,Monday
99,25004,junaid,m15_5_bundle,2020-02-17 18:47:08,Step 5b VP,Engineering_Drawing_AR,-0.01435001,-0.8181509,-0.5865155,125.63178550101536,2020,02,17,18:47:08,2020-02-17,Monday
100,25003,junaid,m15_5_bundle,2020-02-17 18:46:52,Step 5a VP,Engineering_Drawing_AR,-0.01038289,-0.8133903,-0.5849897,125.72144782291006,2020,02,17,18:46:52,2020-02-17,Monday
101,25002,junaid,m15_5_bundle,2020-02-17 18:46:30,Step 4 HP,Engineering_Drawing_AR,-0.004889966,-0.809057,-0.5891399,126.06089616428336,2020,02,17,18:46:30,2020-02-17,Monday
102,25001,junaid,m15_5_bundle,2020-02-17 18:46:17,Step 3 HP,Engineering_Drawing_AR,-0.01074909,-0.8137564,-0.591154,125.99418392306063,2020,02,17,18:46:17,2020-02-17,Monday
103,25000,junaid,m15_5_bundle,2020-02-17 18:45:58,Step 2 HP,Engineering_Drawing_AR,-0.01215284,-0.8180898,-0.5849897,125.56434891737847,2020,02,17,18:45:58,2020-02-17,Monday
104,24999,junaid,m15_5_bundle,2020-02-17 18:45:45,Step 1d HP,Engineering_Drawing_AR,-0.007148169,-0.8147941,-0.5822433000000001,125.54815814565686,2020,02,17,18:45:45,2020-02-17,Monday
105,24998,junaid,m15_5_bundle,2020-02-17 18:45:45,Step 1d HP,Engineering_Drawing_AR,-0.00672094,-0.8154653000000001,-0.5821821999999999,125.52312292202126,2020,02,17,18:45:45,2020-02-17,Monday
106,24997,junaid,m15_5_bundle,2020-02-17 18:45:27,Step 1c HP,Engineering_Drawing_AR,-0.009162242,-0.8224232,-0.5775437,125.07663754534828,2020,02,17,18:45:27,2020-02-17,Monday
107,24996,junaid,m15_5_bundle,2020-02-17 18:45:14,Step 1b HP,Engineering_Drawing_AR,-0.002082468,-0.8060054,-0.5872479,126.07663539273469,2020,02,17,18:45:14,2020-02-17,Monday
108,24995,junaid,m15_5_bundle,2020-02-17 18:45:01,Step 1a HP,Engineering_Drawing_AR,-0.005683387,-0.8163199000000001,-0.5777268,125.2871925392014,2020,02,17,18:45:01,2020-02-17,Monday
109,24994,junaid,m15_5_bundle,2020-02-17 18:44:33,Introduction,Engineering_Drawing_AR,-0.02478657,-0.8403666,-0.5691823,124.09831315544128,2020,02,17,18:44:33,2020-02-17,Monday
110,24993,junaid,d16_5a_bundle,2020-02-17 18:43:59,Step 18 VP,Engineering_Drawing_AR,0.004692143,-0.8161978,-0.5685720000000001,124.86103222653435,2020,02,17,18:43:59,2020-02-17,Monday
111,24992,junaid,d16_5a_bundle,2020-02-17 18:43:40,Step 17 VP,Engineering_Drawing_AR,-0.01154251,-0.8250475,-0.578032,125.01262450864144,2020,02,17,18:43:40,2020-02-17,Monday
112,24991,junaid,d16_5a_bundle,2020-02-17 18:43:24,Step 16 VP,Engineering_Drawing_AR,0.004020785,-0.7983763,-0.5882244000000001,126.38154548345813,2020,02,17,18:43:24,2020-02-17,Monday
113,24990,junaid,d16_5a_bundle,2020-02-17 18:43:05,Step 15 VP,Engineering_Drawing_AR,-0.0006176875,-0.8182119000000001,-0.5733325,125.0194575830519,2020,02,17,18:43:05,2020-02-17,Monday
114,24989,junaid,d16_5a_bundle,2020-02-17 18:42:44,Step 14 HP,Engineering_Drawing_AR,-0.01965984,-0.8196155999999999,-0.5904216,125.759806919717,2020,02,17,18:42:44,2020-02-17,Monday
115,24988,junaid,d16_5a_bundle,2020-02-17 18:42:27,Step 13 HP,Engineering_Drawing_AR,0.01897375,-0.8360943999999999,-0.5274970999999999,122.24142383150078,2020,02,17,18:42:27,2020-02-17,Monday
116,24987,junaid,d16_5a_bundle,2020-02-17 18:42:10,Step 12 HP,Engineering_Drawing_AR,-0.003913444,-0.8156485,-0.5776658,125.30691588303367,2020,02,17,18:42:10,2020-02-17,Monday
117,24986,junaid,d16_5a_bundle,2020-02-17 18:41:54,Step 11 HP,Engineering_Drawing_AR,-0.004828932,-0.8176625,-0.5746142,125.09724894226959,2020,02,17,18:41:54,2020-02-17,Monday
118,24985,junaid,d16_5a_bundle,2020-02-17 18:41:38,Step 10 VP,Engineering_Drawing_AR,-0.01087115,-0.8173574,-0.5841352,125.54959705181311,2020,02,17,18:41:38,2020-02-17,Monday
119,24984,junaid,d16_5a_bundle,2020-02-17 18:41:13,Step 9 VP,Engineering_Drawing_AR,-0.01087115,-0.8231554,-0.5744921,124.90940245298273,2020,02,17,18:41:13,2020-02-17,Monday
120,24983,junaid,d16_5a_bundle,2020-02-17 18:40:48,Step 8 VP,Engineering_Drawing_AR,-0.01105425,-0.8265733000000001,-0.5733935,124.74662719466676,2020,02,17,18:40:48,2020-02-17,Monday
121,24982,junaid,d16_5a_bundle,2020-02-17 18:40:22,Step 7 VP,Engineering_Drawing_AR,-0.009894631,-0.8296249,-0.5664358,124.32185270260557,2020,02,17,18:40:22,2020-02-17,Monday
122,24981,junaid,d16_5a_bundle,2020-02-17 18:39:58,Step 6 VP,Engineering_Drawing_AR,-0.009101209,-0.8188221,-0.5823043000000001,125.41681548033586,2020,02,17,18:39:58,2020-02-17,Monday
123,24980,junaid,d16_5a_bundle,2020-02-17 18:39:32,Step 5 HP,Engineering_Drawing_AR,-0.0004956226,-0.8171133,-0.5776048,125.2558967451238,2020,02,17,18:39:32,2020-02-17,Monday
124,24979,junaid,d16_5a_bundle,2020-02-17 18:39:09,Step 4 VP,Engineering_Drawing_AR,-0.02155185,-0.8302351999999998,-0.5787644000000001,124.87164579291448,2020,02,17,18:39:09,2020-02-17,Monday
125,24978,junaid,d16_5a_bundle,2020-02-17 18:38:04,Step 4 VP,Engineering_Drawing_AR,-0.0120918,-0.8201649,-0.5812056999999999,125.32016299536099,2020,02,17,18:38:04,2020-02-17,Monday
126,24977,junaid,d16_5a_bundle,2020-02-17 18:37:39,Step 3 VP,Engineering_Drawing_AR,-0.006781973,-0.8148550999999999,-0.5816329,125.51781061094267,2020,02,17,18:37:39,2020-02-17,Monday
